timestamp,voltage,current,humidity,temperature,CO,NO2,SO2,PM1,PM2.5,PM10,WiFi,IoT
2024-09-15 19:47:32,16.64,nan,93.90,26.60,2049.99,-65.46,989.70,0.00,0.00,0.00,1,0
2024-09-15 19:47:42,11.65,nan,93.90,26.60,1697.15,71.72,770.21,0.00,0.00,0.00,1,0
timestamp,voltage,current,humidity,temperature,CO,NO2,SO2,PM1,PM2.5,PM10,WiFi,IoT
2024-09-15 20:12:51,16.64,nan,93.90,26.60,1282.98,148.62,612.99,0.00,0.00,0.00,1,0
2024-09-15 20:13:01,17.27,nan,93.90,26.60,1269.03,142.06,602.49,0.00,0.00,0.00,1,0
2024-09-15 20:13:11,14.98,nan,93.90,26.60,1262.64,139.92,602.98,0.00,0.00,0.00,1,0
2024-09-15 20:13:21,16.64,nan,93.90,26.60,1279.49,145.11,601.03,0.00,0.00,0.00,1,0
