timestamp,voltage,current,humidity,temperature,CO,NO2,SO2,PM1,PM2.5,PM10,WiFi,IoT
2024-09-20 00:00:03,16.83,71.80,90.10,25.70,1269.32,223.85,470.41,95.05,97.13,97.77,1,1
2024-09-20 00:00:13,16.83,73.89,90.10,25.70,1246.65,213.47,485.79,118.73,120.85,121.04,1,1
2024-09-20 00:00:23,16.83,74.40,90.10,25.70,1267.00,228.58,475.05,110.33,113.15,117.81,1,1
2024-09-20 00:00:33,16.83,74.88,90.10,25.70,1269.32,228.88,455.27,145.77,148.20,148.23,1,1
2024-09-20 00:00:43,16.83,71.38,90.10,25.70,1259.73,231.32,480.91,134.04,135.99,135.99,1,1
2024-09-20 00:00:53,16.83,74.17,90.10,25.70,1264.09,230.56,469.92,116.66,119.07,119.28,1,1
2024-09-20 00:01:03,16.83,71.87,90.10,25.70,1263.22,217.44,482.13,121.41,123.49,123.52,1,1
2024-09-20 00:01:13,16.83,71.99,90.10,25.70,1244.62,223.69,481.15,100.14,101.80,101.81,1,1
2024-09-20 00:01:23,16.83,75.83,90.10,25.70,1259.44,220.95,465.77,109.30,111.89,112.70,1,1
2024-09-20 00:01:33,16.83,72.30,90.10,25.70,1273.10,226.59,484.81,100.34,102.10,102.13,1,1
2024-09-20 00:01:43,16.83,71.92,90.10,25.70,1243.75,217.13,482.86,102.80,104.64,104.67,1,1
2024-09-20 00:01:53,16.83,73.74,90.10,25.70,1255.66,223.24,487.26,113.34,115.96,116.78,1,1
2024-09-20 00:02:03,16.83,73.53,90.10,25.70,1271.36,227.81,480.18,102.84,105.72,107.82,1,1
2024-09-20 00:02:13,16.83,74.54,90.10,25.70,1267.00,224.91,476.76,90.83,93.10,93.36,1,1
2024-09-20 00:02:23,16.83,76.04,90.10,25.70,1246.36,227.36,473.83,105.24,107.68,112.27,1,1
2024-09-20 00:02:33,16.83,71.83,90.10,25.70,1248.98,228.27,481.88,83.43,85.80,87.89,1,1
2024-09-20 00:02:43,16.83,72.01,90.10,25.70,1249.85,222.63,477.25,110.32,112.73,113.37,1,1
2024-09-20 00:02:53,16.83,74.34,90.10,25.70,1269.32,220.49,490.43,98.28,100.41,102.28,1,1
2024-09-20 00:03:03,16.83,71.38,90.10,25.70,1277.17,226.14,485.79,100.00,102.11,102.32,1,1
2024-09-20 00:03:13,16.83,72.88,90.10,25.70,1240.84,220.49,474.32,133.34,135.78,135.84,1,1
2024-09-20 00:03:23,16.83,75.23,90.10,25.70,1277.17,232.24,464.31,109.72,111.97,112.60,1,1
2024-09-20 00:03:33,16.83,71.37,90.10,25.70,1264.38,222.17,481.15,108.74,110.77,110.82,1,1
2024-09-20 00:03:43,16.83,71.61,90.10,25.70,1267.00,233.31,478.96,119.91,122.12,122.31,1,1
2024-09-20 00:03:53,16.83,74.19,90.10,25.70,1254.79,223.54,478.71,115.78,118.18,118.22,1,1
2024-09-20 00:04:03,16.83,72.12,90.10,25.70,1248.69,226.29,483.59,89.96,92.53,92.82,1,1
