timestamp,CO (ppb),NO2 (ppb),SO2 (ppb),Voltage (V),Current (mA),Temperature (°C),Humidity (%),PM1 (ug/m^3),PM2.5 (ug/m^3),PM10 (ug/m^3)
2024-7-31 1:50:28,659.64,174.06,295.18,16.77,92.40,24.30,99.90,9.97,19.84,38.16
2024-7-31 1:52:5,389.44,107.03,182.15,16.77,90.40,24.30,99.90,15.09,24.00,46.70
2024-7-31 1:53:41,383.38,104.48,180.73,16.77,90.50,24.30,99.90,11.57,17.41,29.59
2024-7-31 1:55:18,395.01,106.27,184.60,16.77,91.70,24.30,99.90,10.37,19.11,39.26
2024-7-31 1:56:54,392.83,103.59,186.43,16.77,92.30,24.30,99.90,10.51,22.20,39.01
2024-7-31 1:58:31,383.87,108.68,178.08,16.77,90.60,24.30,99.90,10.51,20.07,27.30
2024-7-31 2:0:7,398.89,105.50,183.17,16.77,89.70,24.30,99.90,10.71,19.90,32.75
2024-7-31 2:1:44,386.53,97.36,187.04,16.77,91.00,24.30,99.90,11.60,23.08,51.93
2024-7-31 2:3:20,389.20,110.46,178.69,16.77,90.60,24.30,99.90,10.29,19.06,47.34
2024-7-31 2:4:57,387.74,109.44,182.15,16.77,92.30,24.30,99.90,8.11,16.52,24.09
2024-7-31 7:34:58,641.19,136.98,268.99,16.78,90.80,26.50,99.90,51.86,61.07,77.54
2024-7-31 7:36:35,457.51,103.59,185.61,16.78,90.50,26.50,99.90,58.27,66.10,78.37
2024-7-31 7:38:11,408.58,105.12,182.76,16.78,92.60,26.60,99.90,41.85,48.90,58.30
2024-7-31 8:8:58,624.47,142.20,253.52,16.78,91.50,26.80,99.90,19.65,27.52,33.48
2024-7-31 8:10:35,460.66,110.97,177.27,16.78,93.60,26.80,99.90,44.12,50.35,54.49
2024-7-31 8:12:11,458.97,107.16,197.01,16.78,89.40,26.80,99.90,34.88,41.12,57.33
2024-7-31 15:23:26,808.63,182.58,305.96,16.78,93.30,25.80,99.90,138.42,142.46,166.66
2024-7-31 15:25:2,506.21,111.48,187.04,16.77,93.50,25.80,99.90,91.27,94.16,94.90
2024-7-31 15:26:39,508.39,102.07,193.35,16.77,91.60,25.80,99.90,12.99,16.40,21.68
2024-7-31 15:28:15,525.83,102.32,186.22,16.77,90.60,25.80,99.90,53.02,56.60,58.75
2024-7-31 15:29:52,526.32,101.81,189.07,16.77,91.40,25.70,99.90,181.75,186.20,189.34
