timestamp,voltage,current,humidity,temperature,CO,NO2,SO2,PM1,PM2.5,PM10,WiFi,IoT
2024-09-06 15:28:51,4.22,-15.08,79.00,26.50,11223.28,-172.12,3107.62,0.00,0.00,0.00,1,0
2024-09-06 15:28:56,4.23,-12.14,79.00,26.50,9181.80,-57.98,2175.00,0.00,0.00,0.00,1,0
2024-09-06 15:29:01,4.23,-14.08,79.00,26.50,6946.17,54.93,1606.64,0.00,0.00,0.00,1,0
2024-09-06 15:29:06,4.23,-13.86,79.00,26.50,5544.69,107.73,1241.89,0.00,0.00,0.00,1,0
2024-09-06 15:29:11,4.23,-14.92,79.00,26.50,4526.27,137.63,1010.45,0.00,0.00,0.00,1,0
2024-09-06 15:29:16,4.23,-14.84,79.00,26.50,3817.68,151.37,871.29,0.00,0.00,0.00,1,0
2024-09-06 15:29:21,4.22,-13.76,79.00,26.50,3271.86,155.03,762.40,0.00,0.00,0.00,1,0
2024-09-06 15:29:26,4.22,-15.66,79.00,26.50,2898.67,162.96,706.74,0.00,0.00,0.00,1,0
2024-09-06 15:29:31,4.23,-14.08,79.00,26.50,2625.47,165.71,662.30,0.00,0.00,0.00,1,0
2024-09-06 15:29:36,4.23,-13.66,79.00,26.50,2408.65,173.03,636.91,0.00,0.00,0.00,1,0
2024-09-06 15:29:41,4.23,-12.36,79.00,26.50,2248.21,176.39,619.82,0.00,0.00,0.00,1,0
2024-09-06 15:29:46,4.22,-13.94,79.00,26.50,2129.63,172.12,609.57,0.00,0.00,0.00,1,0
2024-09-06 15:29:51,4.22,-13.80,79.00,26.50,2034.88,172.12,604.20,0.00,0.00,0.00,1,1
2024-09-06 15:29:56,4.23,-14.66,79.00,26.50,1963.38,193.79,599.32,0.00,0.00,0.00,1,1
2024-09-06 15:30:01,4.23,-14.08,79.00,26.50,1906.41,177.31,592.48,0.00,0.00,0.00,1,1
2024-09-06 15:30:06,4.21,-14.42,79.00,26.50,1858.75,176.70,575.39,0.00,0.00,0.00,1,1
2024-09-06 15:30:11,4.23,-14.56,79.00,26.50,1826.78,178.53,589.06,0.00,0.00,0.00,1,1
2024-09-06 15:30:16,4.23,-15.54,79.00,26.50,1814.57,181.27,586.62,0.00,0.00,0.00,1,1
2024-09-06 15:30:21,4.22,-13.12,79.00,26.50,1772.72,183.11,578.32,0.00,0.00,0.00,1,1
2024-09-06 15:30:26,4.23,-11.96,79.00,26.50,1759.93,179.14,575.39,0.00,0.00,0.00,1,1
2024-09-06 15:30:31,4.23,-14.68,79.00,26.50,1749.47,184.02,574.41,0.00,0.00,0.00,1,1
2024-09-06 15:30:36,4.23,-14.42,79.00,26.50,1726.21,185.85,581.74,0.00,0.00,0.00,1,1
2024-09-06 15:30:41,4.23,-14.08,79.00,26.50,1722.14,178.83,582.71,0.00,0.00,0.00,1,1
2024-09-06 15:30:46,4.22,-14.00,79.00,26.50,1704.71,180.97,566.11,0.00,0.00,0.00,1,1
2024-09-06 15:30:51,4.22,-13.48,79.00,26.50,1698.89,185.55,569.53,0.00,0.00,0.00,1,1
2024-09-06 15:30:56,4.23,-13.84,79.00,26.50,1695.99,188.60,581.25,0.00,0.00,0.00,1,1
2024-09-06 15:31:01,4.23,-14.82,79.00,26.50,1692.50,183.11,575.88,0.00,0.00,0.00,1,1
2024-09-06 15:31:06,4.23,-14.78,79.00,26.50,1683.78,186.46,573.93,0.00,0.00,0.00,1,1
2024-09-06 15:31:11,4.23,-14.52,79.00,26.50,1684.94,178.83,573.44,0.00,0.00,0.00,1,1
2024-09-06 15:31:16,4.23,-15.36,79.00,26.50,1680.87,184.33,566.60,0.00,0.00,0.00,1,1
2024-09-06 15:31:21,4.23,-13.00,79.00,26.50,1672.15,189.82,576.86,0.00,0.00,0.00,1,1
2024-09-06 15:31:26,4.23,-14.44,79.00,26.50,1670.99,187.38,568.55,0.00,0.00,0.00,1,1
2024-09-06 15:31:31,4.23,-12.84,79.00,26.50,1671.57,181.27,576.86,0.00,0.00,0.00,1,1
2024-09-06 15:31:36,4.23,-14.64,79.00,26.50,1665.18,185.55,573.44,0.00,0.00,0.00,1,1
2024-09-06 15:31:41,4.23,-14.94,79.00,26.50,1670.41,187.07,550.49,0.00,0.00,0.00,1,1
2024-09-06 15:31:46,4.22,-16.10,79.00,26.50,1671.57,187.07,578.32,0.00,0.00,0.00,1,1
2024-09-06 15:31:51,4.23,-12.50,79.00,26.50,1678.55,184.63,571.48,0.00,0.00,0.00,1,1
2024-09-06 15:31:56,4.23,-14.54,79.00,26.50,1686.10,190.43,574.90,0.00,0.00,0.00,1,1
2024-09-06 15:32:01,4.23,-14.46,79.00,26.50,1676.80,191.35,577.34,0.00,0.00,0.00,1,1
2024-09-06 15:32:06,4.23,-14.38,79.00,26.50,1686.10,187.99,567.58,0.00,0.00,0.00,1,1
2024-09-06 15:32:11,4.23,-14.70,79.00,26.50,1700.64,187.38,566.11,0.00,0.00,0.00,1,1
2024-09-06 15:32:16,4.22,-13.88,79.00,26.50,1686.69,187.99,564.65,0.00,0.00,0.00,1,1
2024-09-06 15:32:21,4.23,-14.44,79.00,26.50,1686.69,188.90,574.90,0.00,0.00,0.00,1,1
2024-09-06 15:32:26,4.23,-14.38,79.00,26.50,1703.54,191.65,563.67,0.00,0.00,0.00,1,1
2024-09-06 15:32:31,4.23,-14.00,79.00,26.50,1694.82,189.82,558.30,0.00,0.00,0.00,1,1
2024-09-06 15:32:36,4.23,-12.04,79.00,26.50,1702.38,189.51,577.83,0.00,0.00,0.00,1,1
2024-09-06 15:32:41,4.23,-15.02,79.00,26.50,1705.87,185.55,565.14,0.00,0.00,0.00,1,1
2024-09-06 15:32:46,4.22,-12.34,79.00,26.50,1703.54,180.05,565.62,0.00,0.00,0.00,1,1
2024-09-06 15:32:51,4.23,-15.02,79.00,26.50,1720.40,187.38,568.07,0.00,0.00,0.00,1,1
2024-09-06 15:32:56,4.23,-14.70,79.00,26.50,1720.40,190.43,565.62,0.00,0.00,0.00,1,1
2024-09-06 15:33:01,4.23,-14.54,79.00,26.50,1740.16,190.43,555.37,0.00,0.00,0.00,1,1
2024-09-06 15:33:06,4.23,-14.68,79.00,26.50,1745.98,188.90,570.51,0.00,0.00,0.00,1,1
2024-09-06 15:33:11,4.23,-15.46,79.00,26.50,1755.28,194.40,569.04,0.00,0.00,0.00,1,1
