timestamp,CO (ppb),NO2 (ppb),SO2 (ppb),Voltage (V),Current (mA),Temperature (°C),Humidity (%),PM1 (ug/m^3),PM2.5 (ug/m^3),PM10 (ug/m^3)
2024-8-4 2:37:41,555.43,141.94,239.28,16.77,91.90,24.10,99.90,5.32,6.27,8.66
2024-8-4 2:39:18,418.75,109.19,176.66,16.77,90.40,24.10,99.90,12.62,13.96,17.19
2024-8-4 2:40:54,408.58,103.34,175.44,16.77,91.00,24.10,99.90,4.04,5.05,8.01
2024-8-4 2:42:30,442.98,106.90,180.93,16.77,88.50,24.10,99.90,5.30,7.66,14.57
2024-8-4 2:44:7,419.72,102.83,181.34,16.77,91.30,24.00,99.90,7.32,9.36,11.72
2024-8-4 2:45:43,434.26,101.18,186.43,16.77,92.50,24.10,99.90,7.75,8.59,10.87
2024-8-4 2:47:19,427.23,100.03,187.44,16.77,89.60,24.10,99.90,5.60,6.97,13.17
2024-8-4 2:48:56,402.52,113.39,175.03,16.77,90.20,24.00,99.90,6.89,8.68,9.57
2024-8-4 2:51:46,704.70,172.40,297.21,16.77,91.60,23.70,99.90,4.96,7.36,12.72
2024-8-4 2:53:23,422.39,104.23,185.82,16.77,89.90,23.80,99.90,5.74,6.78,7.31
2024-8-4 2:54:59,429.65,108.81,183.58,16.77,88.60,23.90,99.90,6.87,8.95,11.50
2024-8-4 2:56:35,409.30,102.07,185.82,16.77,91.60,24.00,99.90,5.64,6.98,15.95
2024-8-4 2:58:12,416.81,104.23,187.85,16.76,132.60,23.90,99.90,12.23,13.87,17.22
2024-8-4 2:59:48,418.03,105.25,174.01,16.76,89.70,23.90,99.90,13.46,14.14,14.17
2024-8-4 3:1:25,419.72,109.32,190.09,16.77,92.30,23.80,99.90,8.86,10.83,12.75
2024-8-4 3:7:22,785.03,192.53,345.11,16.76,91.40,23.60,99.90,4.86,6.22,16.63
2024-8-4 3:8:58,418.03,99.78,184.39,16.76,88.70,23.40,99.90,7.65,8.85,29.58
2024-8-4 3:10:35,424.32,105.25,190.09,16.77,90.70,23.30,99.90,12.43,14.94,26.22
2024-8-4 3:12:11,415.60,104.48,177.07,16.77,91.90,23.30,99.90,5.69,7.50,12.25
2024-8-4 3:13:47,396.46,105.50,174.22,16.77,91.70,23.30,99.90,3.12,3.87,5.14
2024-8-4 3:15:24,402.28,101.56,181.95,16.77,91.00,23.20,99.90,4.31,5.55,6.48
