timestamp,CO (ppb),NO2 (ppb),SO2 (ppb),Voltage (V),Current (mA),Temperature (°C),Humidity (%),PM1 (ug/m^3),PM2.5 (ug/m^3),PM10 (ug/m^3)
2024-7-28 4:12:40,517.60,113.90,183.98,16.77,91.60,23.20,99.90,6.25,9.05,28.17
2024-7-28 4:14:17,523.89,106.77,199.86,16.78,91.70,23.30,99.90,5.43,7.41,15.71
2024-7-28 4:15:53,520.50,113.90,179.10,16.77,91.70,23.30,99.90,4.85,5.82,21.79
2024-7-28 4:17:30,506.69,105.25,188.46,16.77,90.10,23.30,99.90,8.18,9.65,12.25
2024-7-28 4:19:6,497.49,110.21,182.56,16.78,92.30,23.40,99.90,5.95,7.14,12.16
2024-7-28 4:20:42,518.81,101.18,190.09,16.78,89.20,23.50,99.90,8.23,10.86,16.22
2024-7-28 4:22:19,514.93,107.28,171.98,16.77,93.40,23.60,99.90,10.33,12.20,31.51
2024-7-28 4:23:55,544.73,104.23,192.74,16.77,92.70,23.60,99.90,13.98,15.19,17.97
2024-7-28 4:25:32,531.89,101.69,192.74,16.77,91.50,23.70,99.90,9.26,10.80,18.86
2024-7-28 4:27:8,545.46,107.16,194.77,16.77,89.20,23.70,99.90,9.02,11.03,18.49
2024-7-28 4:28:44,546.18,109.83,199.86,16.77,90.20,23.80,99.90,8.00,10.05,13.41
2024-7-28 4:30:21,567.02,110.59,201.69,16.77,93.70,23.90,99.90,9.64,10.68,11.03
2024-7-28 4:31:57,547.15,98.76,199.25,16.77,90.60,24.00,99.90,8.21,9.55,17.49
2024-7-28 4:33:33,507.90,103.34,192.33,16.77,92.10,24.00,99.90,10.54,12.25,13.06
2024-7-28 4:35:10,511.78,109.06,188.87,16.78,92.40,24.10,99.90,6.68,8.91,14.91
2024-7-28 4:36:46,520.26,107.54,188.46,16.78,92.20,24.10,99.90,8.30,10.71,14.75
2024-7-28 4:38:23,529.71,112.12,187.44,16.78,91.30,24.20,99.90,8.62,11.08,21.22
2024-7-28 4:39:59,529.95,100.03,191.11,16.77,93.60,24.30,99.90,12.40,13.72,18.80
2024-7-28 4:41:35,529.47,105.25,193.35,16.77,91.70,24.40,99.90,11.59,13.82,26.25
2024-7-28 5:21:16,924.09,194.44,323.94,16.78,91.90,25.10,99.90,69.86,71.36,71.79
2024-7-28 5:22:52,521.47,105.37,193.35,16.78,92.40,25.10,99.90,59.85,62.78,65.96
2024-7-28 5:24:29,515.17,103.85,192.94,16.78,91.80,25.10,99.90,120.20,123.30,126.14
2024-7-28 5:26:5,486.83,103.21,184.19,16.78,93.80,25.10,99.90,128.02,130.68,132.02
2024-7-28 5:27:41,472.29,102.20,176.25,16.78,89.70,25.20,99.90,102.13,104.78,107.51
2024-7-28 5:29:18,449.52,104.48,176.46,16.78,90.20,25.10,99.90,181.24,184.37,186.72
2024-7-28 5:30:54,449.28,98.76,178.69,16.78,90.50,25.10,99.90,93.01,95.20,98.43
2024-7-28 5:32:31,464.30,97.11,189.07,16.78,90.90,25.20,99.90,181.15,184.51,186.03
2024-7-28 5:34:7,489.49,103.72,186.43,16.78,92.80,25.20,99.90,181.20,184.31,184.88
2024-7-28 5:35:43,574.77,107.16,187.24,16.78,88.60,25.20,99.90,119.83,121.46,121.51
2024-7-28 5:37:20,510.33,108.43,186.02,16.78,91.10,25.30,99.90,52.70,54.24,54.78
2024-7-28 5:38:56,463.81,109.06,182.76,16.78,90.20,25.30,99.90,95.85,98.26,99.02
2024-7-28 5:40:32,501.36,105.88,185.82,16.78,93.00,25.30,99.90,112.41,114.91,115.66
2024-7-28 5:42:9,468.42,104.74,186.83,16.78,93.80,25.30,99.90,13.00,14.15,14.36
2024-7-28 5:43:45,462.60,106.77,181.34,16.78,91.70,25.30,99.90,108.79,112.03,115.81
2024-7-28 5:45:21,439.59,109.44,173.81,16.77,91.50,25.20,99.90,70.12,72.59,77.09
2024-7-28 6:32:12,595.16,137.74,246.60,16.78,93.00,25.00,99.90,111.09,113.72,128.78
