timestamp,CO (ppb),NO2 (ppb),SO2 (ppb),Voltage (V),Current (mA),Temperature (°C),Humidity (%),PM1 (ug/m^3),PM2.5 (ug/m^3),PM10 (ug/m^3)
2024-7-15 0:1:27,573.07,101.05,201.49,16.78,90.80,28.30,99.90,49.42,52.36,60.97
2024-7-15 0:3:4,575.01,101.43,202.71,16.78,92.00,28.30,99.90,82.72,85.04,86.74
2024-7-15 0:4:40,570.65,101.05,198.03,16.78,88.20,28.30,99.90,181.69,185.33,186.97
2024-7-15 0:6:16,596.09,99.78,210.85,16.78,90.60,28.30,99.90,37.63,40.60,42.53
2024-7-15 0:7:53,597.06,103.34,209.22,16.78,88.00,28.30,99.90,103.15,105.91,113.02
2024-7-15 0:9:29,581.07,100.41,206.78,16.78,92.90,28.30,99.90,181.75,186.27,190.71
2024-7-15 0:11:6,585.19,101.69,198.64,16.78,90.30,28.30,99.90,79.41,81.12,91.16
2024-7-15 0:12:42,577.68,101.94,195.18,16.78,91.10,28.30,99.90,182.15,185.62,188.43
2024-7-15 0:14:18,570.41,100.92,198.84,16.78,89.80,28.30,99.90,106.02,108.26,109.53
2024-7-15 0:15:55,564.35,104.36,188.26,16.78,90.50,28.30,99.90,181.54,185.17,188.00
2024-7-15 0:17:31,571.14,101.43,193.75,16.78,90.40,28.30,99.90,102.02,104.92,109.14
2024-7-15 0:19:7,555.39,98.25,197.42,16.78,92.70,28.30,99.90,154.98,158.89,160.92
2024-7-15 0:20:44,566.05,102.32,195.18,16.78,87.90,28.30,99.90,90.40,92.42,92.60
2024-7-15 0:22:20,564.35,97.74,195.38,16.78,89.80,28.30,99.90,15.92,17.08,17.34
2024-7-15 0:23:56,571.86,103.09,199.65,16.78,91.20,28.30,99.90,86.38,88.26,88.71
2024-7-15 0:25:33,567.74,93.04,204.95,16.79,93.30,28.40,99.90,117.96,120.70,126.76
2024-7-15 0:27:9,563.38,98.51,200.47,16.78,87.90,28.40,99.90,71.54,74.41,76.70
2024-7-15 0:28:45,554.90,97.36,200.88,16.78,90.80,28.40,99.90,72.98,75.09,83.14
2024-7-15 0:30:22,571.14,99.91,200.88,16.78,92.40,28.40,99.90,181.03,186.15,213.06
2024-7-15 0:31:58,553.45,101.43,194.77,16.78,92.50,28.40,99.90,97.80,101.37,104.56
2024-7-15 0:33:35,550.79,106.39,192.94,16.78,92.10,28.50,99.90,182.42,186.36,191.87
2024-7-15 0:35:11,566.29,99.91,189.89,16.78,87.40,28.40,99.90,152.57,156.19,162.75
2024-7-15 0:36:47,567.02,102.83,204.95,16.78,92.90,28.40,99.90,141.58,144.59,146.00
2024-7-15 0:38:24,569.92,106.65,192.12,16.78,92.60,28.50,99.90,161.41,164.78,172.58
2024-7-15 0:40:0,567.74,91.26,202.10,16.78,89.20,28.40,99.90,181.74,185.51,202.68
2024-7-15 0:41:36,580.10,99.14,209.63,16.78,91.20,28.40,99.90,50.14,52.76,63.64
2024-7-15 0:43:13,588.58,96.09,194.36,16.78,92.40,28.40,99.90,182.40,186.41,187.47
2024-7-15 0:44:49,607.72,100.80,206.78,16.78,90.10,28.40,99.90,124.85,154.52,351.08
2024-7-15 0:46:25,618.62,101.69,200.88,16.78,92.50,28.50,99.90,179.01,183.39,186.53
2024-7-15 0:48:2,629.04,103.59,197.62,16.78,90.60,28.40,99.90,182.08,185.80,186.92
2024-7-15 0:49:38,627.58,97.87,202.91,16.78,91.90,28.40,99.90,163.96,167.21,167.52
2024-7-15 0:51:15,627.82,100.03,199.45,16.78,90.60,28.40,99.90,147.64,151.15,151.94
2024-7-15 0:52:51,633.88,102.45,210.24,16.78,91.60,28.50,99.90,112.00,114.48,115.77
2024-7-15 0:54:27,633.64,103.98,213.09,16.79,91.70,28.40,99.90,135.33,138.67,148.24
2024-7-15 0:56:4,631.46,100.80,208.00,16.78,90.00,28.50,99.90,181.86,185.17,186.34
2024-7-15 0:57:40,625.16,104.87,205.35,16.78,92.30,28.40,99.90,84.48,86.55,88.96
2024-7-15 0:59:16,611.11,102.07,197.82,16.78,93.00,28.50,99.90,95.45,98.05,106.99
2024-7-15 1:0:53,621.28,102.07,206.17,16.79,92.10,28.50,99.90,121.96,123.96,124.36
