timestamp,CO (ppb),NO2 (ppb),SO2 (ppb),Voltage (V),Current (mA),Temperature (°C),Humidity (%),PM1 (ug/m^3),PM2.5 (ug/m^3),PM10 (ug/m^3)
2024-8-5 6:16:55,592.25,144.23,238.26,16.78,93.90,30.40,76.80,3.86,6.01,11.38
2024-8-5 6:18:31,439.10,106.14,182.76,16.80,91.80,30.60,70.90,8.16,10.95,27.90
2024-8-5 6:20:8,471.08,107.79,198.64,16.80,91.20,30.90,69.80,8.74,11.58,12.69
2024-8-5 6:21:44,473.26,104.48,192.94,16.80,93.50,31.00,67.60,1.50,3.71,5.86
2024-8-5 6:23:21,523.89,102.32,201.28,16.79,92.70,31.20,66.80,16.33,18.98,25.95
2024-8-5 6:24:57,529.47,103.21,195.38,16.79,91.30,31.30,64.40,82.71,85.22,86.49
2024-8-5 6:26:33,513.72,96.85,200.88,16.79,91.90,31.50,61.80,3.88,7.76,24.17
2024-8-5 6:28:10,448.79,100.41,193.55,16.80,94.70,31.50,63.30,5.91,9.28,15.11
2024-8-5 6:29:46,447.34,98.13,189.48,16.81,90.00,31.60,31.90,4.47,7.36,12.51
2024-8-5 6:31:23,434.98,96.34,192.53,16.81,91.90,31.70,68.70,43.11,45.21,46.62
2024-8-5 8:36:25,723.74,184.52,363.22,16.80,92.40,34.90,99.90,14.67,16.73,17.26
2024-8-5 8:38:1,406.64,103.59,191.31,16.80,93.70,35.10,99.90,1.46,3.69,6.59
2024-8-5 9:25:56,598.69,147.70,288.39,16.80,93.30,35.30,99.90,36.73,39.59,56.63
2024-8-5 9:27:32,400.83,91.77,204.33,16.79,91.80,35.40,99.90,10.18,11.49,19.60
2024-8-5 9:29:8,380.23,98.25,193.35,16.79,90.80,35.10,99.90,24.61,26.65,32.11
2024-8-5 9:30:45,383.38,93.67,197.82,16.79,92.40,35.00,99.90,25.48,27.78,29.30
2024-8-5 9:32:21,377.08,96.98,200.47,16.79,93.30,35.00,99.90,19.55,21.05,25.99
2024-8-5 9:33:57,384.84,102.70,189.89,16.79,94.70,35.00,99.90,1.10,2.83,5.41
2024-8-5 9:35:34,387.50,98.38,195.38,16.79,92.50,35.00,99.90,12.18,14.34,15.52
2024-8-5 9:37:11,392.59,99.02,200.06,16.79,94.00,34.90,99.90,14.93,16.52,17.12
2024-8-5 13:11:10,874.67,187.82,381.74,16.79,93.10,34.80,99.90,14.95,18.24,20.14
2024-8-5 19:50:39,610.42,34.98,167.44,16.77,91.50,23.40,99.90,2.95,6.28,10.81
2024-8-5 19:52:15,452.67,33.64,125.99,16.77,90.70,23.50,99.90,5.02,7.41,9.90
2024-8-5 19:53:52,432.32,37.71,106.86,16.76,89.50,23.50,99.90,4.29,8.06,28.73
2024-8-5 19:55:28,431.11,27.92,119.47,16.77,90.90,23.40,99.90,3.04,5.86,22.50
2024-8-5 19:57:4,443.95,25.25,132.30,16.76,91.00,23.30,99.90,3.68,7.36,27.27
2024-8-5 19:58:41,427.23,32.11,118.25,16.77,92.30,23.40,99.90,5.48,7.89,14.66
2024-8-5 20:0:43,494.48,31.51,159.43,16.77,92.20,23.40,99.90,4.66,8.77,26.06
