timestamp,CO (ppb),NO2 (ppb),SO2 (ppb),Voltage (V),Current (mA),Temperature (°C),Humidity (%),PM1 (ug/m^3),PM2.5 (ug/m^3),PM10 (ug/m^3)
2024-8-11 17:38:40,1021.58,184.61,318.38,16.77,87.70,26.50,99.90,12.34,16.11,24.05
2024-8-11 17:46:29,727.68,138.38,273.67,16.77,90.60,26.80,99.90,14.13,17.41,31.92
2024-8-11 17:48:5,547.64,109.70,191.31,16.77,91.20,27.00,99.90,26.90,29.76,47.40
2024-8-11 17:49:41,522.20,109.95,185.41,16.77,90.80,27.00,99.90,44.42,46.34,56.94
2024-8-11 17:51:18,507.90,107.92,198.84,16.77,88.80,27.10,99.90,115.87,119.30,125.97
2024-8-11 17:52:54,562.90,103.34,198.64,16.77,90.30,27.20,99.90,182.05,187.03,191.63
2024-8-11 17:54:31,568.23,107.66,195.18,16.78,92.90,27.30,99.90,74.09,79.24,87.36
2024-8-11 17:56:7,624.92,111.23,202.91,16.78,93.00,27.30,99.90,107.56,114.13,126.98
2024-8-11 18:58:43,1027.05,201.43,372.17,16.77,90.60,26.90,99.90,14.40,16.73,19.59
2024-8-11 23:43:11,531.30,117.87,218.24,16.77,93.40,25.80,99.90,13.74,16.11,17.31
2024-8-11 23:44:48,454.85,107.92,186.83,16.77,92.00,25.70,99.90,14.63,15.88,23.38
2024-8-11 23:46:24,460.91,113.01,183.17,16.76,91.50,25.70,99.90,12.97,14.89,15.71
2024-8-11 23:48:1,462.84,113.26,188.67,16.77,92.20,25.60,99.90,9.07,10.46,11.89
2024-8-11 23:49:37,459.45,109.19,187.04,16.77,92.60,25.60,99.90,11.76,13.23,13.72
2024-8-11 23:51:13,470.84,101.81,193.96,16.77,91.40,25.60,99.90,7.78,9.30,14.70
2024-8-11 23:52:50,456.79,106.65,189.07,16.77,89.70,25.60,99.90,10.62,12.68,15.99
2024-8-11 23:54:26,453.15,108.81,173.40,16.77,91.50,25.60,99.90,10.92,12.34,13.01
2024-8-11 23:56:2,460.66,100.80,193.75,16.77,90.30,25.60,99.90,7.52,9.65,13.18
2024-8-11 23:57:39,450.97,99.78,175.23,16.77,92.40,25.60,99.90,7.64,10.35,27.27
2024-8-11 23:59:15,473.99,103.09,184.39,16.77,90.30,25.60,99.90,96.17,100.00,109.51
