timestamp,CO (ppb),NO2 (ppb),SO2 (ppb),Voltage (V),Current (mA),Temperature (°C),Humidity (%),PM1 (ug/m^3),PM2.5 (ug/m^3),PM10 (ug/m^3)
2024-8-12 0:0:51,478.35,110.08,190.29,16.77,94.60,25.60,99.90,8.84,12.62,22.14
2024-8-12 0:2:28,482.47,111.61,188.05,16.77,90.60,25.60,99.90,9.10,11.64,13.41
2024-8-12 0:4:4,494.34,106.90,188.46,16.77,92.40,25.60,99.90,8.50,10.34,13.11
2024-8-12 0:5:40,482.47,105.12,182.15,16.77,89.30,25.60,99.90,6.72,9.30,16.13
2024-8-12 0:7:17,469.87,111.99,182.97,16.77,91.10,25.60,99.90,8.41,9.83,20.35
2024-8-12 0:8:53,474.23,105.12,182.76,16.77,93.70,25.60,99.90,17.85,19.80,36.32
2024-8-12 0:10:30,462.60,109.95,181.75,16.77,89.50,25.60,99.90,11.27,13.59,18.30
2024-8-12 0:12:6,473.99,111.73,176.66,16.77,91.40,25.50,99.90,13.49,15.91,21.91
2024-8-12 0:13:42,481.26,108.43,193.35,16.77,89.00,25.50,99.90,14.04,17.65,30.05
2024-8-12 0:15:19,474.23,102.32,180.53,16.77,91.20,25.50,99.90,13.43,15.67,23.64
2024-8-12 0:16:55,474.72,99.65,184.39,16.77,90.20,25.50,99.90,10.27,13.06,15.41
2024-8-12 0:18:31,477.62,104.61,185.41,16.77,91.40,25.40,99.90,11.03,14.22,27.80
2024-8-12 0:20:8,473.50,104.74,198.23,16.76,90.70,25.30,99.90,11.80,15.39,21.19
2024-8-12 0:21:44,466.96,109.06,187.24,16.76,90.60,25.40,99.90,9.64,13.76,30.72
2024-8-12 0:23:20,471.57,110.34,189.89,16.77,92.30,25.40,99.90,6.96,10.12,49.47
2024-8-12 0:24:57,468.17,110.84,184.60,16.76,92.40,25.30,99.90,8.50,12.04,33.09
2024-8-12 0:26:33,466.96,106.14,187.65,16.77,92.00,25.30,99.90,6.66,8.62,9.71
2024-8-12 0:28:10,468.66,111.73,185.61,16.77,90.90,25.20,99.90,6.46,9.93,45.45
2024-8-12 0:29:46,471.08,111.86,192.12,16.77,91.20,25.20,99.90,7.89,11.19,13.62
2024-8-12 0:31:22,481.50,104.99,187.24,16.77,93.70,25.20,99.90,7.59,12.95,25.77
2024-8-12 0:32:59,474.23,112.12,187.65,16.77,90.90,25.20,99.90,6.72,10.45,17.24
2024-8-12 0:34:35,449.04,105.76,177.07,16.77,90.90,25.20,99.90,7.90,11.65,36.47
2024-8-12 0:36:11,464.54,107.16,193.35,16.77,90.30,25.20,99.90,6.19,9.38,12.48
2024-8-12 0:37:48,457.76,106.14,186.43,16.77,89.70,25.20,99.90,8.77,11.73,19.34
2024-8-12 1:42:3,589.83,143.98,245.99,16.77,93.30,23.40,99.90,4.45,7.41,22.50
2024-8-12 1:43:40,450.00,104.48,188.87,16.77,92.50,23.50,99.90,8.33,12.34,24.23
2024-8-12 1:45:16,450.00,108.05,183.37,16.77,91.20,23.40,99.90,5.36,7.61,14.16
2024-8-12 1:46:52,437.41,106.27,170.35,16.77,89.20,23.30,99.90,5.96,8.69,13.88
2024-8-12 1:48:29,515.90,108.55,191.51,16.77,91.50,23.10,99.90,5.72,7.64,20.18
2024-8-12 1:50:5,537.46,110.97,186.02,16.76,90.10,23.00,99.90,6.07,9.77,12.85
2024-8-12 1:51:41,592.70,113.01,181.75,16.77,90.10,22.90,99.90,5.36,7.68,16.37
2024-8-12 1:53:18,600.45,99.40,175.23,16.77,88.80,22.90,99.90,7.25,11.72,33.98
2024-8-12 1:54:54,618.62,105.37,191.51,16.77,93.30,23.00,99.90,7.03,10.28,14.84
2024-8-12 1:56:30,609.90,104.99,177.68,16.77,91.10,23.20,99.90,7.41,9.78,14.41
2024-8-12 1:58:7,609.90,107.54,184.39,16.77,88.70,23.40,99.90,7.66,10.97,29.44
2024-8-12 1:59:43,568.47,106.52,187.65,16.77,91.10,23.50,99.90,6.50,10.40,24.44
2024-8-12 2:1:20,550.30,105.25,191.11,16.77,89.40,23.60,99.90,7.27,9.84,15.08
2024-8-12 2:2:56,520.50,111.35,183.78,16.77,91.70,23.70,99.90,6.81,9.04,15.71
2024-8-12 2:4:32,499.91,110.59,183.58,16.77,91.20,23.70,99.90,6.53,9.46,11.94
2024-8-12 2:6:9,502.09,103.72,193.96,16.77,90.80,23.60,99.90,7.31,9.70,15.52
2024-8-12 2:7:45,642.85,101.69,187.04,16.77,91.40,23.50,99.90,9.99,13.87,41.30
2024-8-12 2:9:21,528.98,111.86,178.49,16.77,90.00,23.40,99.90,6.43,8.02,22.23
2024-8-12 2:10:58,503.54,104.10,191.72,16.77,89.60,23.60,99.90,6.80,9.56,29.22
2024-8-12 2:12:34,518.08,113.01,175.44,16.77,91.40,23.60,99.90,7.75,10.22,17.52
2024-8-12 2:14:10,488.77,106.01,178.69,16.77,92.20,23.60,99.90,7.76,11.15,16.70
2024-8-12 2:15:47,479.80,113.13,183.17,16.76,90.80,23.70,99.90,10.52,14.68,35.90
2024-8-12 2:17:23,456.06,100.92,181.54,16.77,89.90,23.80,99.90,7.80,10.26,24.61
2024-8-12 2:18:59,452.18,111.23,180.73,16.77,91.80,23.70,99.90,8.67,10.69,27.79
2024-8-12 2:20:36,464.54,107.03,187.04,16.76,90.20,23.80,99.90,8.65,11.48,18.52
2024-8-12 2:22:12,450.25,105.37,179.10,16.77,92.80,23.70,99.90,8.67,12.42,18.49
2024-8-12 2:23:49,463.57,108.43,190.29,16.77,92.20,23.30,99.90,7.64,10.99,31.60
2024-8-12 2:25:25,449.76,102.70,169.13,16.77,89.40,23.10,99.90,7.10,10.50,17.91
2024-8-12 2:27:1,457.76,106.77,186.02,16.76,91.40,23.10,99.90,7.87,9.79,10.58
2024-8-12 2:28:38,460.66,107.79,180.53,16.77,92.10,23.40,99.90,8.74,11.84,35.35
2024-8-12 2:30:14,463.57,112.88,183.98,16.77,90.50,23.60,99.90,8.00,10.54,20.38
2024-8-12 2:31:50,461.63,106.27,179.71,16.76,92.50,23.70,99.90,8.22,11.19,12.72
2024-8-12 2:33:27,465.02,111.23,186.02,16.76,89.60,23.30,99.90,9.01,11.27,15.80
2024-8-12 2:35:3,468.90,103.85,182.56,16.77,91.50,23.30,99.90,5.43,7.25,9.82
2024-8-12 2:36:40,493.13,106.27,184.19,16.76,92.10,23.40,99.90,7.90,9.97,23.79
2024-8-12 2:38:16,498.70,101.56,176.46,16.77,91.40,23.50,99.90,6.60,8.88,13.78
2024-8-12 2:39:52,499.43,108.55,187.24,16.76,93.00,23.60,99.90,6.23,10.19,21.52
2024-8-12 2:41:29,490.22,113.01,180.53,16.77,89.20,23.70,99.90,6.08,7.63,10.34
2024-8-12 2:43:5,513.48,109.70,192.94,16.77,90.90,23.90,99.90,6.86,9.62,32.73
2024-8-12 2:44:41,492.40,112.62,176.66,16.77,90.60,23.60,99.90,6.42,8.55,26.33
2024-8-12 2:46:18,473.99,111.35,174.42,16.76,90.20,23.40,99.90,8.25,10.27,15.03
2024-8-12 2:47:54,483.19,113.01,181.75,16.76,92.80,23.30,99.90,6.46,8.72,31.67
2024-8-12 2:49:30,486.83,108.05,182.97,16.77,92.10,23.40,99.90,6.99,8.67,15.06
2024-8-12 2:51:7,489.98,112.88,187.85,16.76,92.30,23.60,99.90,9.03,11.69,24.72
2024-8-12 2:52:43,483.68,106.39,181.14,16.77,89.60,23.80,99.90,7.90,12.08,20.91
2024-8-12 2:54:20,473.26,107.03,175.03,16.76,91.40,23.90,99.90,8.00,11.49,16.01
2024-8-12 2:55:56,465.02,111.73,180.12,16.77,92.10,23.90,99.90,6.40,8.08,16.90
2024-8-12 2:57:32,473.50,108.81,187.44,16.77,90.90,24.00,99.90,7.08,10.63,18.07
2024-8-12 2:59:9,449.04,99.52,178.49,16.77,91.60,24.00,99.90,8.48,12.55,33.26
2024-8-12 3:0:45,463.57,103.09,187.24,16.77,91.90,23.80,99.90,5.49,8.18,19.97
2024-8-12 3:2:21,458.00,108.55,179.30,16.77,94.40,23.70,99.90,6.74,9.51,12.14
2024-8-12 3:3:58,444.92,116.06,170.96,16.77,90.00,23.80,99.90,9.12,12.59,28.10
2024-8-12 3:5:34,442.74,103.59,179.10,16.77,91.00,23.90,99.90,6.84,8.96,15.18
2024-8-12 3:7:11,443.95,103.47,180.73,16.77,93.10,23.90,99.90,7.38,9.71,13.44
2024-8-12 3:8:47,449.28,99.14,190.29,16.77,91.00,24.00,99.90,6.76,8.00,9.66
2024-8-12 3:10:23,470.35,105.50,194.97,16.77,90.00,24.10,99.90,7.01,9.75,13.22
2024-8-12 3:12:0,461.39,108.68,193.55,16.77,92.10,24.10,99.90,5.45,7.15,7.93
2024-8-12 3:13:36,457.27,106.90,177.07,16.77,92.10,24.10,99.90,5.48,7.67,10.40
2024-8-12 3:15:13,472.29,102.96,191.51,16.76,90.70,24.20,99.90,8.06,9.90,15.27
2024-8-12 3:16:49,479.32,106.65,183.37,16.77,90.20,24.30,99.90,5.78,7.17,11.17
